animal_id,species,breed,sex,age_months,holding_id,area_id,vaccinated_fmd
KE-008474,cattle,Friesian cross,F,117,H00909,A24,0
KE-008475,cattle,Sahiwal,F,29,H00909,A24,0
KE-008476,cattle,Ayrshire cross,F,117,H00909,A24,0
KE-008477,cattle,Ayrshire cross,M,59,H00909,A24,0
KE-008478,cattle,Sahiwal,F,84,H00909,A24,0
KE-008479,cattle,Sahiwal,F,115,H00910,A24,1
KE-008480,cattle,Friesian cross,M,106,H00910,A24,0
KE-008481,cattle,Sahiwal,F,83,H00910,A24,0
KE-008482,cattle,Zebu,M,28,H00910,A24,0
KE-008483,cattle,Ayrshire cross,F,99,H00910,A24,0
KE-008484,cattle,Friesian cross,F,46,H00910,A24,0
KE-008485,cattle,Friesian cross,M,80,H00910,A24,0
KE-008486,cattle,Friesian cross,F,34,H00910,A24,0
KE-008487,cattle,Friesian cross,M,61,H00910,A24,1
KE-008488,cattle,Friesian cross,M,51,H00910,A24,0
KE-008489,cattle,Boran,F,42,H00910,A24,1
KE-008490,cattle,Zebu,M,20,H00910,A24,0
KE-008491,cattle,Sahiwal,M,39,H00911,A24,0
KE-008492,cattle,Sahiwal,M,47,H00911,A24,0
KE-008493,cattle,Friesian cross,M,35,H00911,A24,1
KE-008494,cattle,Ayrshire cross,F,119,H00911,A24,0
KE-008495,cattle,Boran,F,26,H00911,A24,0
KE-008496,cattle,Ayrshire cross,M,101,H00911,A24,1
KE-008497,cattle,Sahiwal,F,76,H00911,A24,1
KE-008498,cattle,Friesian cross,M,65,H00911,A24,0
KE-008499,cattle,Friesian cross,M,32,H00912,A24,0
KE-008500,cattle,Ayrshire cross,M,47,H00912,A24,0
KE-008501,cattle,Boran,M,35,H00912,A24,0
KE-008502,cattle,Friesian cross,F,90,H00912,A24,0
KE-008503,cattle,Boran,F,94,H00912,A24,1
KE-008504,cattle,Zebu,M,19,H00912,A24,0
KE-008505,cattle,Zebu,F,115,H00912,A24,0
KE-008506,cattle,Boran,M,10,H00912,A24,0
KE-008507,cattle,Boran,F,47,H00912,A24,0
KE-008508,cattle,Ayrshire cross,F,94,H00912,A24,0
KE-008509,cattle,Ayrshire cross,M,109,H00912,A24,0
KE-008510,cattle,Friesian cross,F,62,H00913,A24,0
KE-008511,cattle,Friesian cross,F,101,H00913,A24,1
KE-008512,cattle,Sahiwal,F,34,H00913,A24,0
KE-008513,cattle,Sahiwal,F,92,H00913,A24,1
KE-008514,cattle,Zebu,M,21,H00913,A24,1
KE-008515,cattle,Sahiwal,M,45,H00913,A24,0
KE-008516,cattle,Sahiwal,F,98,H00913,A24,1
KE-008517,cattle,Zebu,M,108,H00913,A24,0
KE-008518,cattle,Ayrshire cross,F,72,H00913,A24,0
KE-008519,cattle,Ayrshire cross,F,11,H00913,A24,0
KE-008520,cattle,Boran,F,6,H00913,A24,1
KE-008521,cattle,Boran,M,45,H00913,A24,0
KE-008522,cattle,Friesian cross,F,24,H00913,A24,0
KE-008523,cattle,Boran,M,25,H00913,A24,1
KE-008524,cattle,Friesian cross,F,79,H00913,A24,0
KE-008525,cattle,Friesian cross,F,65,H00913,A24,0
KE-008526,cattle,Ayrshire cross,M,64,H00913,A24,0
KE-008527,cattle,Friesian cross,F,23,H00913,A24,1
KE-008528,cattle,Sahiwal,M,106,H00913,A24,1
KE-008529,cattle,Ayrshire cross,M,73,H00913,A24,1
KE-008530,cattle,Friesian cross,F,77,H00913,A24,0
KE-008531,cattle,Sahiwal,F,68,H00913,A24,0
KE-008532,cattle,Friesian cross,M,57,H00913,A24,0
KE-008533,cattle,Friesian cross,F,81,H00913,A24,0
KE-008534,cattle,Sahiwal,F,59,H00913,A24,1
KE-008535,cattle,Boran,F,64,H00913,A24,0
KE-008536,cattle,Boran,F,48,H00913,A24,0
KE-008537,cattle,Boran,M,103,H00913,A24,0
KE-008538,cattle,Boran,F,14,H00913,A24,1
KE-008539,cattle,Boran,M,14,H00913,A24,0
KE-008540,cattle,Zebu,M,74,H00913,A24,0
KE-008541,cattle,Ayrshire cross,F,56,H00913,A24,0
KE-008542,cattle,Sahiwal,F,84,H00913,A24,1
KE-008543,cattle,Ayrshire cross,M,97,H00913,A24,0
KE-008544,cattle,Sahiwal,F,119,H00913,A24,0
KE-008545,cattle,Ayrshire cross,M,77,H00914,A24,0
KE-008546,cattle,Zebu,F,100,H00914,A24,0
KE-008547,cattle,Sahiwal,F,67,H00914,A24,0
KE-008548,cattle,Sahiwal,F,62,H00914,A24,0
KE-008549,cattle,Zebu,F,13,H00914,A24,0
KE-008550,cattle,Boran,F,32,H00914,A24,0
KE-008551,cattle,Friesian cross,F,31,H00914,A24,0
KE-008552,cattle,Ayrshire cross,M,106,H00914,A24,0
KE-008553,cattle,Boran,F,11,H00914,A24,0
KE-008554,cattle,Friesian cross,F,62,H00914,A24,0
KE-008555,cattle,Ayrshire cross,M,40,H00914,A24,0
KE-008556,cattle,Zebu,M,44,H00915,A24,0
KE-008557,cattle,Ayrshire cross,F,15,H00915,A24,0
KE-008558,cattle,Friesian cross,F,70,H00915,A24,1
KE-008559,cattle,Boran,F,24,H00915,A24,0
KE-008560,cattle,Ayrshire cross,F,48,H00915,A24,0
KE-008561,cattle,Ayrshire cross,F,78,H00915,A24,0
KE-008562,cattle,Sahiwal,F,28,H00915,A24,1
KE-008563,cattle,Ayrshire cross,F,87,H00915,A24,0
KE-008564,cattle,Sahiwal,F,104,H00915,A24,1
KE-008565,cattle,Boran,F,107,H00915,A24,0
KE-008566,cattle,Friesian cross,F,39,H00915,A24,0
KE-008567,cattle,Boran,M,102,H00915,A24,0
KE-008568,cattle,Sahiwal,M,93,H00915,A24,1
KE-008569,cattle,Zebu,F,73,H00915,A24,1
KE-008570,cattle,Boran,M,92,H00915,A24,0
KE-008571,cattle,Ayrshire cross,F,62,H00916,A24,1
KE-008572,cattle,Zebu,F,33,H00916,A24,0
KE-008573,cattle,Ayrshire cross,F,79,H00916,A24,1
KE-008574,cattle,Ayrshire cross,M,25,H00916,A24,1
KE-008575,cattle,Boran,F,25,H00916,A24,1
KE-008576,cattle,Zebu,M,48,H00916,A24,1
KE-008577,cattle,Sahiwal,F,25,H00916,A24,1
KE-008578,cattle,Zebu,M,108,H00916,A24,0
KE-008579,cattle,Friesian cross,F,69,H00916,A24,0
KE-008580,cattle,Sahiwal,M,42,H00916,A24,0
KE-008581,cattle,Ayrshire cross,M,38,H00917,A24,1
KE-008582,cattle,Sahiwal,F,29,H00917,A24,1
KE-008583,cattle,Sahiwal,M,31,H00917,A24,1
KE-008584,cattle,Friesian cross,F,46,H00917,A24,1
KE-008585,cattle,Sahiwal,F,31,H00917,A24,1
KE-008586,cattle,Sahiwal,F,27,H00917,A24,0
KE-008587,cattle,Ayrshire cross,F,113,H00917,A24,0
KE-008588,cattle,Friesian cross,F,81,H00917,A24,0
KE-008589,cattle,Boran,M,63,H00917,A24,1
KE-008590,cattle,Ayrshire cross,M,59,H00917,A24,0
KE-008591,cattle,Friesian cross,M,61,H00917,A24,0
KE-008592,cattle,Ayrshire cross,M,85,H00917,A24,0
KE-008593,cattle,Boran,M,65,H00918,A24,1
KE-008594,cattle,Boran,M,112,H00918,A24,0
KE-008595,cattle,Ayrshire cross,F,13,H00918,A24,1
KE-008596,cattle,Zebu,M,35,H00918,A24,0
KE-008597,cattle,Sahiwal,F,83,H00918,A24,0
KE-008598,cattle,Sahiwal,M,104,H00918,A24,0
KE-008599,cattle,Ayrshire cross,F,83,H00918,A24,1
KE-008600,cattle,Ayrshire cross,M,76,H00918,A24,1
KE-008601,cattle,Zebu,M,111,H00918,A24,0
KE-008602,cattle,Boran,F,12,H00918,A24,0
KE-008603,cattle,Sahiwal,F,98,H00918,A24,1
KE-008604,cattle,Sahiwal,F,22,H00918,A24,0
KE-008605,cattle,Friesian cross,F,61,H00919,A24,0
KE-008606,cattle,Sahiwal,F,105,H00919,A24,1
KE-008607,cattle,Sahiwal,M,71,H00919,A24,1
KE-008608,cattle,Zebu,F,23,H00919,A24,1
KE-008609,cattle,Ayrshire cross,M,108,H00919,A24,1
KE-008610,cattle,Ayrshire cross,F,105,H00919,A24,0
KE-008611,cattle,Boran,F,35,H00919,A24,0
KE-008612,cattle,Friesian cross,F,10,H00919,A24,0
KE-008613,cattle,Zebu,F,49,H00919,A24,1
KE-008614,cattle,Ayrshire cross,M,84,H00919,A24,1
KE-008615,cattle,Boran,F,30,H00919,A24,0
KE-008616,cattle,Zebu,F,23,H00919,A24,0
KE-008617,cattle,Boran,F,11,H00919,A24,0
KE-008618,cattle,Friesian cross,F,106,H00919,A24,0
KE-008619,cattle,Zebu,M,78,H00919,A24,0
KE-008620,cattle,Zebu,F,76,H00920,A24,1
KE-008621,cattle,Sahiwal,F,66,H00920,A24,0
KE-008622,cattle,Zebu,M,16,H00920,A24,0
KE-008623,cattle,Boran,F,29,H00920,A24,0
KE-008624,cattle,Boran,M,69,H00920,A24,0
KE-008625,cattle,Ayrshire cross,F,36,H00920,A24,0
KE-008626,cattle,Friesian cross,M,34,H00920,A24,0
KE-008627,cattle,Zebu,F,48,H00920,A24,0
KE-008628,cattle,Zebu,F,57,H00920,A24,1
KE-008629,cattle,Boran,M,99,H00920,A24,0
KE-008630,cattle,Sahiwal,M,87,H00920,A24,1
KE-008631,cattle,Zebu,F,27,H00920,A24,0
KE-008632,cattle,Zebu,F,43,H00920,A24,0
KE-008633,cattle,Ayrshire cross,F,27,H00920,A24,1
KE-008634,cattle,Zebu,F,67,H00920,A24,1
KE-008635,cattle,Ayrshire cross,M,13,H00920,A24,1
KE-008636,cattle,Zebu,M,81,H00920,A24,0
KE-008637,cattle,Ayrshire cross,F,21,H00920,A24,1
KE-008638,cattle,Boran,M,99,H00920,A24,0
KE-008639,cattle,Zebu,M,36,H00920,A24,0
KE-008640,cattle,Sahiwal,M,22,H00920,A24,1
KE-008641,cattle,Zebu,M,107,H00920,A24,1
KE-008642,cattle,Friesian cross,F,35,H00920,A24,0
KE-008643,cattle,Zebu,F,20,H00921,A24,0
KE-008644,cattle,Boran,F,9,H00921,A24,0
KE-008645,cattle,Boran,F,65,H00921,A24,1
KE-008646,cattle,Zebu,F,66,H00921,A24,0
KE-008647,cattle,Boran,F,115,H00921,A24,0
KE-008648,cattle,Boran,F,103,H00921,A24,0
KE-008649,cattle,Zebu,F,54,H00921,A24,1
KE-008650,cattle,Boran,M,43,H00921,A24,0
KE-008651,cattle,Boran,F,70,H00921,A24,0
KE-008652,cattle,Friesian cross,F,53,H00921,A24,1
KE-008653,cattle,Sahiwal,F,49,H00921,A24,0
KE-008654,cattle,Ayrshire cross,F,50,H00921,A24,1
KE-008655,cattle,Ayrshire cross,M,84,H00921,A24,1
KE-008656,cattle,Friesian cross,M,104,H00921,A24,1
KE-008657,cattle,Ayrshire cross,M,38,H00921,A24,0
KE-008658,cattle,Sahiwal,F,32,H00921,A24,1
KE-008659,cattle,Zebu,M,96,H00921,A24,0
KE-008660,cattle,Ayrshire cross,M,76,H00921,A24,1
KE-008661,cattle,Sahiwal,F,106,H00921,A24,1
KE-008662,cattle,Sahiwal,M,119,H00921,A24,0
KE-008663,cattle,Friesian cross,F,62,H00921,A24,0
KE-008664,cattle,Zebu,F,9,H00921,A24,0
KE-008665,cattle,Ayrshire cross,M,107,H00921,A24,0
KE-008666,cattle,Ayrshire cross,F,97,H00921,A24,1
KE-008667,cattle,Ayrshire cross,F,54,H00921,A24,0
KE-008668,cattle,Friesian cross,M,48,H00921,A24,0
KE-008669,cattle,Boran,M,49,H00921,A24,0
KE-008670,cattle,Friesian cross,M,35,H00921,A24,0
KE-008671,cattle,Ayrshire cross,F,17,H00921,A24,0
KE-008672,cattle,Friesian cross,F,30,H00921,A24,1
KE-008673,cattle,Friesian cross,M,67,H00922,A24,1
KE-008674,cattle,Boran,M,100,H00922,A24,1
KE-008675,cattle,Sahiwal,M,94,H00922,A24,0
KE-008676,cattle,Zebu,F,75,H00922,A24,1
KE-008677,cattle,Ayrshire cross,F,36,H00922,A24,0
KE-008678,cattle,Ayrshire cross,M,85,H00922,A24,1
KE-008679,cattle,Sahiwal,F,109,H00922,A24,1
KE-008680,cattle,Sahiwal,F,98,H00922,A24,1
KE-008681,cattle,Friesian cross,M,117,H00922,A24,0
KE-008682,cattle,Ayrshire cross,F,25,H00922,A24,1
KE-008683,cattle,Boran,M,27,H00922,A24,1
KE-008684,cattle,Zebu,F,91,H00922,A24,0
KE-008685,cattle,Ayrshire cross,F,14,H00922,A24,1
KE-008686,cattle,Sahiwal,F,111,H00922,A24,0
KE-008687,cattle,Boran,M,39,H00923,A24,0
KE-008688,cattle,Boran,M,58,H00923,A24,0
KE-008689,cattle,Boran,M,115,H00923,A24,0
KE-008690,cattle,Sahiwal,F,9,H00923,A24,1
KE-008691,cattle,Ayrshire cross,F,40,H00923,A24,0
KE-008692,cattle,Ayrshire cross,F,65,H00923,A24,0
KE-008693,cattle,Friesian cross,F,11,H00923,A24,0
KE-008694,cattle,Boran,F,68,H00923,A24,0
KE-008695,cattle,Ayrshire cross,F,24,H00923,A24,0
KE-008696,cattle,Zebu,F,56,H00923,A24,1
KE-008697,cattle,Ayrshire cross,F,45,H00923,A24,0
KE-008698,cattle,Sahiwal,M,73,H00923,A24,0
KE-008699,cattle,Ayrshire cross,M,6,H00923,A24,1
KE-008700,cattle,Boran,F,87,H00923,A24,0
KE-008701,cattle,Ayrshire cross,F,111,H00923,A24,0
KE-008702,cattle,Sahiwal,F,67,H00923,A24,1
KE-008703,cattle,Sahiwal,F,83,H00924,A24,1
KE-008704,cattle,Friesian cross,F,93,H00924,A24,1
KE-008705,cattle,Boran,M,115,H00924,A24,0
KE-008706,cattle,Friesian cross,F,64,H00924,A24,1
KE-008707,cattle,Friesian cross,M,114,H00924,A24,0
KE-008708,cattle,Ayrshire cross,F,64,H00924,A24,0
KE-008709,cattle,Friesian cross,F,7,H00925,A24,0
KE-008710,cattle,Sahiwal,F,91,H00925,A24,0
KE-008711,cattle,Zebu,F,16,H00925,A24,1
KE-008712,cattle,Friesian cross,F,44,H00925,A24,0
KE-008713,cattle,Friesian cross,F,59,H00925,A24,0
KE-008714,cattle,Boran,F,91,H00925,A24,0
KE-008715,cattle,Zebu,F,6,H00925,A24,0
KE-008716,cattle,Zebu,F,105,H00925,A24,0
KE-008717,cattle,Zebu,F,29,H00925,A24,0
KE-008718,cattle,Zebu,M,71,H00925,A24,0
KE-008719,cattle,Boran,F,73,H00925,A24,0
KE-008720,cattle,Friesian cross,F,91,H00926,A24,0
KE-008721,cattle,Ayrshire cross,F,61,H00926,A24,0
KE-008722,cattle,Sahiwal,F,34,H00926,A24,0
KE-008723,cattle,Ayrshire cross,M,76,H00926,A24,0
KE-008724,cattle,Sahiwal,F,88,H00926,A24,0
KE-008725,cattle,Zebu,F,17,H00926,A24,0
KE-008726,cattle,Friesian cross,M,26,H00926,A24,0
KE-008727,cattle,Ayrshire cross,F,82,H00926,A24,0
KE-008728,cattle,Ayrshire cross,F,72,H00926,A24,0
KE-008729,cattle,Boran,F,81,H00926,A24,0
KE-008730,cattle,Ayrshire cross,M,35,H00926,A24,0
KE-008731,cattle,Zebu,F,97,H00926,A24,0
KE-008732,cattle,Sahiwal,M,109,H00926,A24,0
KE-008733,cattle,Boran,F,86,H00926,A24,1
KE-008734,cattle,Zebu,F,69,H00926,A24,1
KE-008735,cattle,Ayrshire cross,F,84,H00926,A24,0
KE-008736,cattle,Boran,M,59,H00926,A24,1
KE-008737,cattle,Boran,F,25,H00926,A24,0
KE-008738,cattle,Ayrshire cross,F,24,H00926,A24,0
KE-008739,cattle,Ayrshire cross,F,90,H00926,A24,1
KE-008740,cattle,Boran,M,69,H00927,A24,0
KE-008741,cattle,Friesian cross,F,17,H00927,A24,0
KE-008742,cattle,Friesian cross,M,18,H00927,A24,0
KE-008743,cattle,Boran,F,87,H00927,A24,0
KE-008744,cattle,Zebu,F,109,H00927,A24,0
KE-008745,cattle,Zebu,F,8,H00927,A24,0
KE-008746,cattle,Boran,F,74,H00927,A24,1
KE-008747,cattle,Zebu,F,25,H00927,A24,1
KE-008748,cattle,Sahiwal,M,35,H00927,A24,1
KE-008749,cattle,Friesian cross,F,109,H00927,A24,0
KE-008750,cattle,Friesian cross,F,25,H00927,A24,0
KE-008751,cattle,Sahiwal,F,44,H00927,A24,0
KE-008752,cattle,Sahiwal,F,94,H00927,A24,1
KE-008753,cattle,Sahiwal,F,37,H00927,A24,0
KE-008754,cattle,Ayrshire cross,F,22,H00927,A24,0
KE-008755,cattle,Ayrshire cross,F,113,H00927,A24,0
KE-008756,cattle,Zebu,F,88,H00927,A24,0
KE-008757,cattle,Sahiwal,F,71,H00927,A24,1
KE-008758,cattle,Boran,F,43,H00927,A24,0
KE-008759,cattle,Zebu,M,81,H00928,A24,0
KE-008760,cattle,Sahiwal,F,45,H00928,A24,0
KE-008761,cattle,Zebu,F,14,H00928,A24,0
KE-008762,cattle,Boran,F,93,H00928,A24,0
KE-008763,cattle,Friesian cross,M,21,H00928,A24,0
KE-008764,cattle,Friesian cross,F,91,H00928,A24,0
KE-008765,cattle,Ayrshire cross,F,33,H00928,A24,0
KE-008766,cattle,Sahiwal,F,16,H00928,A24,1
KE-008767,cattle,Zebu,F,64,H00928,A24,0
KE-008768,cattle,Friesian cross,M,78,H00928,A24,0
KE-008769,cattle,Friesian cross,F,115,H00928,A24,0
KE-008770,cattle,Friesian cross,F,40,H00928,A24,0
KE-008771,cattle,Zebu,M,34,H00928,A24,1
KE-008772,cattle,Ayrshire cross,F,68,H00929,A25,1
KE-008773,cattle,Ayrshire cross,F,105,H00929,A25,1
KE-008774,cattle,Sahiwal,M,91,H00929,A25,0
KE-008775,cattle,Ayrshire cross,M,26,H00929,A25,0
KE-008776,cattle,Zebu,F,29,H00929,A25,1
KE-008777,cattle,Friesian cross,M,113,H00929,A25,0
KE-008778,cattle,Boran,M,84,H00929,A25,0
KE-008779,cattle,Ayrshire cross,M,82,H00929,A25,1
KE-008780,cattle,Ayrshire cross,M,21,H00929,A25,0
KE-008781,cattle,Sahiwal,F,27,H00929,A25,0
KE-008782,cattle,Sahiwal,M,62,H00929,A25,0
KE-008783,cattle,Boran,M,61,H00929,A25,0
KE-008784,cattle,Ayrshire cross,F,16,H00929,A25,0
KE-008785,cattle,Ayrshire cross,M,108,H00929,A25,1
KE-008786,cattle,Zebu,F,102,H00929,A25,1
KE-008787,cattle,Sahiwal,M,49,H00929,A25,0
KE-008788,cattle,Zebu,F,83,H00929,A25,0
KE-008789,cattle,Boran,F,60,H00929,A25,0
KE-008790,cattle,Zebu,F,53,H00929,A25,0
KE-008791,cattle,Zebu,F,89,H00930,A25,0
KE-008792,cattle,Zebu,F,33,H00930,A25,0
KE-008793,cattle,Sahiwal,F,66,H00930,A25,0
KE-008794,cattle,Ayrshire cross,F,90,H00930,A25,0
KE-008795,cattle,Ayrshire cross,F,53,H00930,A25,0
KE-008796,cattle,Boran,F,52,H00930,A25,0
KE-008797,cattle,Boran,F,72,H00930,A25,1
KE-008798,cattle,Ayrshire cross,F,75,H00930,A25,0
KE-008799,cattle,Zebu,M,61,H00930,A25,1
KE-008800,cattle,Zebu,F,75,H00930,A25,1
KE-008801,cattle,Ayrshire cross,M,113,H00930,A25,1
KE-008802,cattle,Zebu,M,12,H00930,A25,1
KE-008803,cattle,Boran,F,111,H00930,A25,0
KE-008804,cattle,Sahiwal,F,11,H00930,A25,1
KE-008805,cattle,Boran,M,55,H00930,A25,1
KE-008806,cattle,Zebu,F,78,H00931,A25,0
KE-008807,cattle,Ayrshire cross,M,38,H00931,A25,0
KE-008808,cattle,Sahiwal,M,106,H00931,A25,1
KE-008809,cattle,Ayrshire cross,F,20,H00931,A25,0
KE-008810,cattle,Boran,M,27,H00931,A25,0
KE-008811,cattle,Boran,F,22,H00931,A25,0
KE-008812,cattle,Sahiwal,F,55,H00931,A25,1
KE-008813,cattle,Friesian cross,M,107,H00931,A25,1
KE-008814,cattle,Zebu,M,6,H00931,A25,1
KE-008815,cattle,Sahiwal,F,106,H00931,A25,0
KE-008816,cattle,Sahiwal,M,93,H00931,A25,0
KE-008817,cattle,Sahiwal,F,71,H00931,A25,0
KE-008818,cattle,Sahiwal,F,73,H00931,A25,0
KE-008819,cattle,Friesian cross,F,32,H00931,A25,1
KE-008820,cattle,Ayrshire cross,F,52,H00931,A25,0
KE-008821,cattle,Friesian cross,M,66,H00931,A25,0
KE-008822,cattle,Ayrshire cross,F,11,H00931,A25,1
KE-008823,cattle,Ayrshire cross,F,103,H00931,A25,1
KE-008824,cattle,Friesian cross,M,30,H00931,A25,1
KE-008825,cattle,Boran,M,49,H00931,A25,1
KE-008826,cattle,Boran,M,85,H00931,A25,1
KE-008827,cattle,Friesian cross,F,18,H00931,A25,0
KE-008828,cattle,Ayrshire cross,F,83,H00931,A25,0
KE-008829,cattle,Sahiwal,F,17,H00932,A25,1
KE-008830,cattle,Boran,F,93,H00932,A25,0
KE-008831,cattle,Sahiwal,M,32,H00932,A25,0
KE-008832,cattle,Sahiwal,F,53,H00932,A25,0
KE-008833,cattle,Zebu,F,35,H00932,A25,0
KE-008834,cattle,Boran,M,64,H00932,A25,1
KE-008835,cattle,Friesian cross,F,31,H00932,A25,0
KE-008836,cattle,Ayrshire cross,F,53,H00932,A25,1
KE-008837,cattle,Ayrshire cross,M,59,H00932,A25,1
KE-008838,cattle,Boran,F,70,H00932,A25,1
KE-008839,cattle,Ayrshire cross,F,92,H00932,A25,1
KE-008840,cattle,Friesian cross,F,57,H00932,A25,0
KE-008841,cattle,Zebu,F,93,H00932,A25,0
KE-008842,cattle,Friesian cross,M,63,H00932,A25,1
KE-008843,cattle,Friesian cross,F,68,H00933,A25,1
KE-008844,cattle,Sahiwal,M,31,H00933,A25,1
KE-008845,cattle,Boran,F,113,H00933,A25,0
KE-008846,cattle,Zebu,F,31,H00933,A25,0
KE-008847,cattle,Zebu,F,49,H00933,A25,0
KE-008848,cattle,Friesian cross,M,80,H00933,A25,1
KE-008849,cattle,Friesian cross,F,75,H00933,A25,0
KE-008850,cattle,Zebu,M,73,H00933,A25,0
KE-008851,cattle,Sahiwal,F,32,H00933,A25,1
KE-008852,cattle,Ayrshire cross,M,24,H00933,A25,0
KE-008853,cattle,Zebu,M,45,H00934,A25,0
KE-008854,cattle,Ayrshire cross,F,67,H00934,A25,1
KE-008855,cattle,Zebu,F,58,H00934,A25,1
KE-008856,cattle,Zebu,F,92,H00934,A25,1
KE-008857,cattle,Friesian cross,F,81,H00934,A25,1
KE-008858,cattle,Friesian cross,F,32,H00934,A25,0
KE-008859,cattle,Ayrshire cross,F,48,H00934,A25,0
KE-008860,cattle,Ayrshire cross,F,98,H00934,A25,0
KE-008861,cattle,Sahiwal,F,60,H00934,A25,0
KE-008862,cattle,Sahiwal,F,41,H00934,A25,0
KE-008863,cattle,Boran,F,46,H00934,A25,1
KE-008864,cattle,Sahiwal,F,106,H00934,A25,0
KE-008865,cattle,Friesian cross,M,13,H00934,A25,1
KE-008866,cattle,Zebu,F,34,H00934,A25,1
KE-008867,cattle,Ayrshire cross,F,13,H00935,A25,0
KE-008868,cattle,Friesian cross,F,70,H00935,A25,0
KE-008869,cattle,Friesian cross,M,93,H00936,A25,0
KE-008870,cattle,Zebu,M,48,H00936,A25,0
KE-008871,cattle,Zebu,F,111,H00936,A25,0
KE-008872,cattle,Ayrshire cross,F,111,H00936,A25,1
KE-008873,cattle,Friesian cross,M,118,H00936,A25,1
KE-008874,cattle,Ayrshire cross,M,18,H00936,A25,1
KE-008875,cattle,Boran,F,85,H00936,A25,1
KE-008876,cattle,Ayrshire cross,M,91,H00936,A25,0
KE-008877,cattle,Boran,F,10,H00936,A25,1
KE-008878,cattle,Boran,F,112,H00936,A25,0
KE-008879,cattle,Zebu,F,103,H00936,A25,1
KE-008880,cattle,Friesian cross,F,116,H00936,A25,0
KE-008881,cattle,Zebu,F,53,H00936,A25,0
KE-008882,cattle,Ayrshire cross,M,46,H00936,A25,0
KE-008883,cattle,Zebu,F,35,H00937,A25,0
KE-008884,cattle,Zebu,M,110,H00937,A25,0
KE-008885,cattle,Boran,F,116,H00938,A25,1
KE-008886,cattle,Friesian cross,M,11,H00938,A25,0
KE-008887,cattle,Friesian cross,F,104,H00938,A25,1
KE-008888,cattle,Boran,F,66,H00938,A25,0
KE-008889,cattle,Ayrshire cross,F,101,H00939,A25,0
KE-008890,cattle,Zebu,F,87,H00939,A25,0
KE-008891,cattle,Boran,M,37,H00939,A25,0
KE-008892,cattle,Boran,F,17,H00939,A25,0
KE-008893,cattle,Sahiwal,F,78,H00939,A25,1
KE-008894,cattle,Zebu,M,29,H00939,A25,0
KE-008895,cattle,Zebu,F,59,H00939,A25,1
KE-008896,cattle,Friesian cross,M,82,H00939,A25,0
KE-008897,cattle,Ayrshire cross,F,67,H00939,A25,0
KE-008898,cattle,Ayrshire cross,F,96,H00939,A25,0
KE-008899,cattle,Zebu,F,33,H00939,A25,1
KE-008900,cattle,Ayrshire cross,F,11,H00939,A25,1
KE-008901,cattle,Ayrshire cross,F,15,H00939,A25,1
KE-008902,cattle,Friesian cross,M,45,H00939,A25,0
KE-008903,cattle,Zebu,F,13,H00939,A25,0
KE-008904,cattle,Ayrshire cross,F,25,H00940,A25,1
KE-008905,cattle,Friesian cross,M,62,H00940,A25,0
KE-008906,cattle,Boran,F,14,H00940,A25,0
KE-008907,cattle,Friesian cross,M,85,H00940,A25,0
KE-008908,cattle,Boran,F,67,H00940,A25,0
KE-008909,cattle,Sahiwal,M,24,H00940,A25,0
KE-008910,cattle,Boran,F,9,H00940,A25,0
KE-008911,cattle,Zebu,F,73,H00940,A25,1
KE-008912,cattle,Sahiwal,M,48,H00940,A25,0
KE-008913,cattle,Zebu,F,83,H00940,A25,0
KE-008914,cattle,Friesian cross,F,31,H00940,A25,1
KE-008915,cattle,Sahiwal,F,104,H00940,A25,1
KE-008916,cattle,Friesian cross,F,66,H00940,A25,0
KE-008917,cattle,Zebu,M,82,H00940,A25,0
KE-008918,cattle,Sahiwal,F,108,H00940,A25,0
KE-008919,cattle,Sahiwal,F,107,H00941,A25,0
KE-008920,cattle,Boran,F,113,H00941,A25,1
KE-008921,cattle,Friesian cross,M,35,H00941,A25,0
KE-008922,cattle,Boran,F,8,H00941,A25,1
KE-008923,cattle,Ayrshire cross,M,54,H00941,A25,0
KE-008924,cattle,Zebu,F,65,H00941,A25,0
KE-008925,cattle,Ayrshire cross,F,84,H00942,A25,1
KE-008926,cattle,Zebu,F,100,H00942,A25,1
KE-008927,cattle,Boran,M,57,H00942,A25,1
KE-008928,cattle,Sahiwal,F,65,H00942,A25,0
KE-008929,cattle,Sahiwal,M,70,H00942,A25,0
KE-008930,cattle,Zebu,F,98,H00942,A25,1
KE-008931,cattle,Sahiwal,M,107,H00942,A25,0
KE-008932,cattle,Boran,F,118,H00942,A25,0
KE-008933,cattle,Sahiwal,F,96,H00943,A25,0
KE-008934,cattle,Boran,F,98,H00943,A25,0
KE-008935,cattle,Boran,M,80,H00943,A25,1
KE-008936,cattle,Friesian cross,M,41,H00943,A25,0
KE-008937,cattle,Zebu,F,80,H00943,A25,1
KE-008938,cattle,Friesian cross,M,55,H00943,A25,0
KE-008939,cattle,Sahiwal,F,49,H00943,A25,0
KE-008940,cattle,Friesian cross,M,52,H00943,A25,0
KE-008941,cattle,Boran,F,75,H00943,A25,0
KE-008942,cattle,Friesian cross,F,26,H00943,A25,0
KE-008943,cattle,Zebu,M,117,H00943,A25,0
KE-008944,cattle,Ayrshire cross,F,50,H00943,A25,0
KE-008945,cattle,Sahiwal,M,54,H00943,A25,0
KE-008946,cattle,Boran,F,80,H00943,A25,1
